iter	Logloss
0	0.6819707415
1	0.6687648405
2	0.6547070034
3	0.6430920828
4	0.6303281058
5	0.6188950902
6	0.6068384006
7	0.5928272305
8	0.5833729003
9	0.5725168916
10	0.5624227766
11	0.5522516706
12	0.5430211876
13	0.5332695046
14	0.5228094111
15	0.5129322497
16	0.5034546441
17	0.4939826539
18	0.4858864721
19	0.4780240132
20	0.468849918
21	0.4605619944
22	0.4530770936
23	0.4458751775
24	0.4387347226
25	0.4295773192
26	0.4221485738
27	0.4152893996
28	0.4084129914
29	0.4026698776
30	0.3957658952
31	0.3907415322
32	0.3860646746
33	0.3796908383
34	0.3758886889
35	0.3709813229
36	0.3666625434
37	0.361625439
38	0.355058002
39	0.3495992283
40	0.3445543008
41	0.3400373895
42	0.3359073697
43	0.3319808263
44	0.3278202115
45	0.3235262179
46	0.3195477791
47	0.3158343552
48	0.31186281
49	0.3074975958
50	0.3032246701
51	0.298751134
52	0.2951606518
53	0.2918036408
54	0.2884244193
55	0.2849329837
56	0.2819918134
57	0.2786335437
58	0.2751301412
59	0.2722260141
60	0.2690377792
61	0.2662497583
62	0.2634192723
63	0.2609471161
64	0.2579157486
65	0.2548904419
66	0.2523037286
67	0.2502573468
68	0.2479284257
69	0.245108222
70	0.2427829026
71	0.2404996223
72	0.237918602
73	0.2361118297
74	0.2341635457
75	0.2317053122
76	0.2295420303
77	0.2273710609
78	0.2253270996
79	0.2234669022
80	0.2220792044
81	0.2198799637
82	0.2177909812
83	0.2162160147
84	0.213986663
85	0.2124128003
86	0.2108623292
87	0.2092025679
88	0.2079250316
89	0.2063557969
90	0.204324945
91	0.203111484
92	0.2015187801
93	0.1999353709
94	0.1978908287
95	0.1962546721
96	0.1949290552
97	0.1934070878
98	0.1919260945
99	0.1907372644
100	0.1892921719
101	0.1880671119
102	0.1866100331
103	0.1850676948
104	0.1836749237
105	0.1827219077
106	0.1819805203
107	0.1807905865
108	0.1796366503
109	0.1785328667
110	0.177708834
111	0.1767089766
112	0.1756609418
113	0.1744890165
114	0.173477076
115	0.1723621194
116	0.1713745582
117	0.1705380357
118	0.1693889018
119	0.1686481921
120	0.1676862881
121	0.1666734763
122	0.1657325822
123	0.1650893894
124	0.1641941748
125	0.1632188516
126	0.1622227993
127	0.161123208
128	0.160403363
129	0.159534677
130	0.1585560329
131	0.157191262
132	0.1563911728
133	0.1552896451
134	0.1544654769
135	0.1536167551
136	0.1523668125
137	0.1512267795
138	0.1502447274
139	0.1495201285
140	0.1487970691
141	0.1481301361
142	0.1472764185
143	0.1466519215
144	0.1456901531
145	0.1449723607
146	0.1442277105
147	0.1434090609
148	0.1426347355
149	0.141791852
150	0.1409810158
151	0.1405421029
152	0.1397251865
153	0.1391844774
154	0.1384986645
155	0.1379629997
156	0.137367113
157	0.1367366036
158	0.1362856173
159	0.1356499764
160	0.1350168916
161	0.1344426731
162	0.1339508192
163	0.1335010722
164	0.1328364435
165	0.1320520779
166	0.13156552
167	0.1309390576
168	0.1305593984
169	0.1300531571
170	0.129300984
171	0.1288008714
172	0.1281737894
173	0.1277591783
174	0.127099681
175	0.1266593546
176	0.1262207419
177	0.1257929923
178	0.1253062698
179	0.1248999852
180	0.1244458039
181	0.1241140608
182	0.1232409211
183	0.1228534195
184	0.1223094185
185	0.1217337187
186	0.1211193104
187	0.1207697525
188	0.1201618989
189	0.1195518765
190	0.1192884494
191	0.1188881772
192	0.1185423759
193	0.1181460831
194	0.1177626866
195	0.1172641328
196	0.1168477596
197	0.1164276201
198	0.1160011098
199	0.1156479211
200	0.1150238211
201	0.1144853776
202	0.1141353743
203	0.1136251149
204	0.1132871463
205	0.1127302102
206	0.112384467
207	0.1117720628
208	0.1114277719
209	0.1109905437
210	0.1105751289
211	0.1102076206
212	0.1099188364
213	0.1094597947
214	0.1090897691
215	0.1087901701
216	0.1083246899
217	0.1079613739
218	0.1076838595
219	0.1071887234
220	0.1067188282
221	0.106381944
222	0.1060662052
223	0.1057074009
224	0.1052997221
225	0.1050739288
226	0.1047870133
227	0.1044458012
228	0.1041192476
229	0.1037765445
230	0.1034097914
231	0.1030173132
232	0.1026289112
233	0.1022663213
234	0.1018488637
235	0.1015459148
236	0.1010306692
237	0.1006373004
238	0.1002196104
239	0.09996916679
240	0.09965093971
241	0.09938934249
242	0.09894535626
243	0.09856972477
244	0.09814431825
245	0.09784613285
246	0.09748510177
247	0.09714676523
248	0.09678843542
249	0.09646476707
250	0.09622973718
251	0.0959294508
252	0.09570407383
253	0.09556304622
254	0.09530513783
255	0.09503410068
256	0.09463850496
257	0.09436856188
258	0.09403344943
259	0.09365775985
260	0.09330914105
261	0.09302902222
262	0.09273585208
263	0.09255803297
264	0.09224870362
265	0.09196994026
266	0.09180132871
267	0.09131732689
268	0.0910790729
269	0.09075807678
270	0.09043944306
271	0.09024748826
272	0.08988646686
273	0.08959734379
274	0.0892351896
275	0.08897584828
276	0.08867113723
277	0.08840687747
278	0.08821221173
279	0.08787947137
280	0.08757986272
281	0.08728310057
282	0.08695405873
283	0.08674739702
284	0.08658527239
285	0.08631137906
286	0.08600773303
287	0.08578466038
288	0.08555443275
289	0.08522392893
290	0.08498397091
291	0.08479467866
292	0.08457834466
293	0.08435111845
294	0.08415254118
295	0.08394172591
296	0.08378095675
297	0.08360319573
298	0.08351698745
299	0.08315019559
300	0.08290495122
301	0.08264752693
302	0.08237823254
303	0.08219009245
304	0.08193309416
305	0.08169836441
306	0.08152145541
307	0.08131836635
308	0.08109628125
309	0.08085603278
310	0.0806736341
311	0.08051914854
312	0.08031853807
313	0.0801044406
314	0.07991174998
315	0.07956918726
316	0.07937099244
317	0.07920882908
318	0.0790724004
319	0.0789899342
320	0.07871061412
321	0.07849258094
322	0.07825954069
323	0.07795838293
324	0.07769830094
325	0.0775241755
326	0.07716405936
327	0.07703976704
328	0.07694411883
329	0.07679115818
330	0.07654804869
331	0.0762532423
332	0.0760481878
333	0.07571172956
334	0.07557595926
335	0.07536782589
336	0.07512145841
337	0.07492609072
338	0.07478922152
339	0.07460741343
340	0.07441922493
341	0.07414968849
342	0.07387118654
343	0.07364557721
344	0.07341999693
345	0.07333436956
346	0.07301707679
347	0.07278831598
348	0.0725978619
349	0.07242103519
350	0.07220420256
351	0.07209433154
352	0.07190549434
353	0.07170758514
354	0.07150236604
355	0.07125751863
356	0.07094454886
357	0.07084051607
358	0.07062881973
359	0.07039689776
360	0.07022821843
361	0.07011953828
362	0.06991125969
363	0.0697605743
364	0.06963426813
365	0.06951972555
366	0.06940875562
367	0.0691359031
368	0.06895024159
369	0.06878818957
370	0.06871850842
371	0.06859001895
372	0.06848095153
373	0.06824356892
374	0.06808603355
375	0.06805100417
376	0.06787982205
377	0.06765052873
378	0.06755177261
379	0.06737634494
380	0.0671798009
381	0.06699697136
382	0.0668832808
383	0.06672719771
384	0.06646073046
385	0.0662966065
386	0.06610146634
387	0.06587040122
388	0.06570850895
389	0.06557685349
390	0.06547148942
391	0.06534984511
392	0.06516414487
393	0.06501550723
394	0.06496594521
395	0.06477815851
396	0.06465928325
397	0.06454208781
398	0.0643927579
399	0.06425998417
400	0.06397219721
401	0.06382811009
402	0.06360602984
403	0.06339908735
404	0.06330588868
405	0.06323408717
406	0.06308143151
407	0.06285622398
408	0.06271880774
409	0.06255943279
410	0.06241937821
411	0.06231633298
412	0.06213938524
413	0.06194724649
414	0.06190393903
415	0.0617579252
416	0.06159604261
417	0.06149232932
418	0.06144949627
419	0.06125506774
420	0.06099668977
421	0.06081556427
422	0.06066810298
423	0.06047249809
424	0.06036231724
425	0.06020926945
426	0.06011128789
427	0.05992898602
428	0.05984796243
429	0.05968181978
430	0.05959498217
431	0.0594890517
432	0.05929817161
433	0.05914575799
434	0.05905605936
435	0.05894605762
436	0.0586987752
437	0.05848792604
438	0.05841413972
439	0.05827453536
440	0.05819007951
441	0.05814394491
442	0.05798735836
443	0.05793751073
444	0.05777198772
445	0.05762951265
446	0.05744981524
447	0.05738685821
448	0.05723289064
449	0.05712165445
450	0.05697915518
451	0.05681181196
452	0.05674890334
453	0.05673001865
454	0.05654768774
455	0.05643446675
456	0.05625426588
457	0.05612348663
458	0.05601100147
459	0.05588970088
460	0.05577137265
461	0.05565952165
462	0.05555898405
463	0.05540948471
464	0.05521433487
465	0.05502506198
466	0.05493002858
467	0.05487420716
468	0.05470568274
469	0.05466390987
470	0.05453468942
471	0.05435277
472	0.05422746106
473	0.05403492535
474	0.05386218928
475	0.0537469496
476	0.05362943465
477	0.05356077494
478	0.05346150084
479	0.05332270007
480	0.05323933829
481	0.05305953437
482	0.0528809407
483	0.05275379704
484	0.05259781077
485	0.05247520795
486	0.05240022107
487	0.05223245669
488	0.05214811219
489	0.0520222417
490	0.05190334223
491	0.05177053461
492	0.05164625681
493	0.05150209224
494	0.05146625441
495	0.05140101244
496	0.05138266026
497	0.05119268543
498	0.05117614862
499	0.05104096892
500	0.05091705903
501	0.05075099868
502	0.05070830602
503	0.0505991563
504	0.05050518307
505	0.05045894681
506	0.05031961354
507	0.05022503035
508	0.05011768632
509	0.05003946566
510	0.0499735411
511	0.04984964574
512	0.04971886649
513	0.04961157087
514	0.04947041739
515	0.04935410785
516	0.04934436779
517	0.04922013839
518	0.04913991357
519	0.04893481066
520	0.04885061138
521	0.04872281418
522	0.0486551856
523	0.04857575954
524	0.04852842437
525	0.04843414616
526	0.04828608944
527	0.04819574695
528	0.04805631686
529	0.04792137921
530	0.04773505448
531	0.04761566123
532	0.04753215422
533	0.04742600591
534	0.04734910684
535	0.04719805838
536	0.04710796763
537	0.04697401269
538	0.04688656028
539	0.04679676966
540	0.04671505381
541	0.04660413713
542	0.0465914489
543	0.04652988608
544	0.04641061386
545	0.04634534768
546	0.04615718822
547	0.04612062425
548	0.04602412403
549	0.04601516336
550	0.04593453674
551	0.04590015605
552	0.04581155632
553	0.04566037231
554	0.04559271953
555	0.04544187439
556	0.0454082489
557	0.04532634909
558	0.04524206752
559	0.04518251855
560	0.04502697281
561	0.04495652678
562	0.04484661703
563	0.04475364104
564	0.0446462486
565	0.04455656449
566	0.04449650721
567	0.04438387682
568	0.04427326028
569	0.0442432268
570	0.04414468852
571	0.04405334395
572	0.04396637079
573	0.04385453432
574	0.04379692659
575	0.0437342697
576	0.04357187881
577	0.04348269816
578	0.0433698354
579	0.04328869079
580	0.04320229371
581	0.04307673788
582	0.04293158091
583	0.04281195529
584	0.04274198852
585	0.04261694584
586	0.04250535142
587	0.04242918334
588	0.04233841
589	0.04224621342
590	0.04211987336
591	0.04202437038
592	0.04193554312
593	0.04190773649
594	0.04177245513
595	0.0417018445
596	0.0416297138
597	0.04154189831
598	0.04144712148
599	0.04137756619
600	0.04131500612
601	0.0412254624
602	0.04116366236
603	0.04111756649
604	0.04105019448
605	0.04097569654
606	0.04091380453
607	0.04079050461
608	0.04069005414
609	0.04061470903
610	0.04051911891
611	0.04043844146
612	0.04034504188
613	0.0402563066
614	0.0401430251
615	0.04005693542
616	0.0399836913
617	0.03990452907
618	0.0398535559
619	0.03975208399
620	0.03961287416
621	0.03955154128
622	0.039458483
623	0.03937129926
624	0.03927592457
625	0.0392322032
626	0.03914964018
627	0.03901589824
628	0.0389237888
629	0.03879907289
630	0.03870038696
631	0.03857970843
632	0.03852499802
633	0.03843759159
634	0.03833582196
635	0.03831457245
636	0.03825475238
637	0.03816135281
638	0.03811679395
639	0.03801778609
640	0.03799841005
641	0.03789690908
642	0.03782323169
643	0.03775639461
644	0.0376978211
645	0.03758690926
646	0.03757192399
647	0.03748182355
648	0.03743557519
649	0.0373500398
650	0.03728491885
651	0.03721860218
652	0.0372083054
653	0.03715200957
654	0.03703944211
655	0.03698891674
656	0.03693664134
657	0.03686225475
658	0.03681915787
659	0.03676627493
660	0.0366244776
661	0.03652510183
662	0.0364361245
663	0.03639363758
664	0.0363150006
665	0.03626336906
666	0.03617711721
667	0.03611430057
