iter	Logloss
668	0.03598216584
669	0.03588914871
670	0.03580254105
671	0.0357353772
672	0.03569284429
673	0.03560749044
674	0.03553998289
675	0.03548815045
676	0.03543144797
677	0.03537817534
678	0.03534248275
679	0.03524182412
680	0.03521110806
681	0.03513023454
682	0.03508354323
683	0.03500740903
684	0.0349385218
685	0.03485611611
686	0.03477063397
687	0.03470783911
688	0.03465922109
689	0.03461097098
690	0.03452144662
691	0.03450165182
692	0.03447900569
693	0.03441560813
694	0.03431422335
695	0.03427041001
696	0.03420776522
697	0.03418185384
698	0.03413132605
699	0.03411985533
700	0.03405168456
701	0.03400019825
702	0.03399014594
703	0.03390838168
704	0.03384770476
705	0.03381497485
706	0.03379834848
707	0.03368816521
708	0.03365312373
709	0.03363165638
710	0.0335921394
711	0.03356197038
712	0.03348699076
713	0.03343171396
714	0.03334865473
715	0.03327284489
716	0.03319581753
717	0.0331312896
718	0.03306769841
719	0.03300417256
720	0.03294301396
721	0.03287223874
722	0.03281843844
723	0.03274003382
724	0.03270906603
725	0.03264356991
726	0.03259188754
727	0.03255671293
728	0.03252402175
729	0.03250844345
730	0.03243076983
731	0.03235701256
732	0.03234468499
733	0.03224028186
734	0.03219719224
735	0.03217651396
736	0.03215171843
737	0.03209810693
738	0.03207259977
739	0.03202022272
740	0.03193664067
741	0.03189426025
742	0.03182340031
743	0.03175400477
744	0.03170448632
745	0.0316377025
746	0.03158506403
747	0.03149336123
748	0.03146564174
749	0.03137171692
750	0.03130319518
751	0.03128773549
752	0.0312432081
753	0.03116691899
754	0.03113637721
755	0.03106543013
756	0.03097657383
757	0.03089069473
758	0.03085618818
759	0.03079697565
760	0.03074857789
761	0.03067392262
762	0.03061027333
763	0.03055468187
764	0.03048273028
765	0.0304559209
766	0.03040469116
767	0.03034812182
768	0.030274914
769	0.03017380516
770	0.03007940592
771	0.03005771347
772	0.03004426036
773	0.03000995713
774	0.02998182132
775	0.0298919121
776	0.02981836784
777	0.02978955671
778	0.02972460519
779	0.02969004297
780	0.02961676012
781	0.02954785594
782	0.02950324141
783	0.02944985985
784	0.02940328472
785	0.02926328824
786	0.02924180636
787	0.02916759888
788	0.02912556217
789	0.02910396653
790	0.02902917814
791	0.02901514412
792	0.028933421
793	0.02888776324
794	0.02880954258
795	0.02877658999
796	0.02874234001
797	0.0286927078
798	0.02864758738
799	0.0285949707
800	0.02854047814
801	0.02852248661
802	0.02848186106
803	0.02840241079
804	0.02837110413
805	0.02834480063
806	0.02829734444
807	0.02824032004
808	0.02817107941
809	0.0281059149
810	0.02802009389
811	0.02791720841
812	0.02786051803
813	0.02783117682
814	0.027780269
815	0.02776648914
816	0.02774797478
817	0.02773567626
818	0.02768228018
819	0.02765906523
820	0.02764992544
821	0.02756576248
822	0.02754658733
823	0.02752634474
824	0.02746615434
825	0.02739214776
826	0.0273466788
827	0.02730454043
828	0.02729978174
829	0.02723609614
830	0.02720667263
831	0.02718385222
832	0.02714582143
833	0.02710373632
834	0.02705824799
835	0.02705223548
836	0.02698706128
837	0.0269560112
838	0.02687811004
839	0.0268252731
840	0.02678678484
841	0.02671915626
842	0.02668359921
843	0.02664890386
844	0.02662356856
845	0.02661302731
846	0.02656441171
847	0.02651133271
848	0.0264870479
849	0.02644191539
850	0.02638637959
851	0.02637662984
852	0.02632071887
853	0.02625090217
854	0.02620679594
855	0.02615019271
856	0.02612607733
857	0.02607855337
858	0.02604675777
859	0.02601576093
860	0.02598371845
861	0.02594466621
862	0.02584915113
863	0.02577380844
864	0.02571464674
865	0.02566889942
866	0.02561979972
867	0.02555884444
868	0.02548710828
869	0.02545718856
870	0.02542578024
871	0.02539854485
872	0.02536599164
873	0.02534353673
874	0.02532427928
875	0.0252789967
876	0.02522669226
877	0.02518808781
878	0.02514672884
879	0.02509493271
880	0.02505974358
881	0.02504948553
882	0.02499453792
883	0.02496467629
884	0.02492922575
885	0.02486814218
886	0.02486367879
887	0.02485483189
888	0.02481422327
889	0.02476119027
890	0.02475538109
891	0.02470971122
892	0.02461848767
893	0.02457130258
894	0.02448816348
895	0.02444375227
896	0.02441979907
897	0.02435179289
898	0.02431999729
899	0.02426093726
900	0.02423282807
901	0.02420417669
902	0.02415877308
903	0.02407302711
904	0.02405907297
905	0.02402506504
906	0.02399730682
907	0.02397872228
908	0.02396676988
909	0.02390711925
910	0.02387865667
911	0.02386919738
912	0.02380267255
913	0.02378044032
914	0.02374185523
915	0.02371937853
916	0.02367434768
917	0.02360965274
918	0.02353619561
919	0.02353325229
920	0.02350457671
921	0.02347615528
922	0.02346917699
923	0.02339813552
924	0.02336687243
925	0.02332855844
926	0.0232966515
927	0.02325811483
928	0.02323978928
929	0.02318513696
930	0.02316747462
931	0.02313715794
932	0.02309896498
933	0.02305609321
934	0.02301117369
935	0.02298598846
936	0.02295874823
937	0.02295443733
938	0.02294788264
939	0.02290002949
940	0.02285879397
941	0.02283787364
942	0.02279823323
943	0.02275994102
944	0.02272266059
945	0.0226908311
946	0.02265315371
947	0.02261800572
948	0.02260901359
949	0.02258103269
950	0.02254731038
951	0.02251621914
952	0.0225012968
953	0.02247446564
954	0.02244128552
955	0.02242472692
956	0.02240675234
957	0.02237382879
958	0.02232139849
959	0.02229179102
960	0.02228617305
961	0.02227267638
962	0.02223582195
963	0.02221835567
964	0.02219787104
965	0.0221734168
966	0.02211758328
967	0.02206137217
968	0.0220353083
969	0.02199393965
970	0.02195709974
971	0.02190941602
972	0.0218730578
973	0.0218327469
974	0.02181945355
975	0.02178717386
976	0.02176291325
977	0.02173709627
978	0.02171117037
979	0.02165492295
980	0.02164314967
981	0.02161336792
982	0.02157119809
983	0.02151530406
984	0.0214517637
985	0.02143476457
986	0.02141029823
987	0.02138029379
988	0.02135490766
989	0.02133076566
990	0.02130446458
991	0.02129663187
992	0.02126329925
993	0.02123719908
994	0.02118463565
995	0.02115649015
996	0.02113937726
997	0.02111407827
998	0.0211107864
999	0.02110524831
